Transcript ID,Ensemble Gene ID,Gene Symbol,FC Injured-Resident vs Uninjured-Resident: Uninjured-Resident,FC Injured-Resident vs Uninjured-Resident: Injured-Resident,FC Injured-Repopulated vs Injured-Resident: Injured-Resident,FC Injured-Repopulated vs Injured-Resident: Injured-Repopulated,FC Injured-Repopulated vs Uninjured-Repopulated: Uninjured-Repopulated,FC Injured-Repopulated vs Uninjured-Repopulated: Injured-Repopulated,FC Uninjured-Repopulated vs Uninjured-Resident: Uninjured-Resident,FC Uninjured-Repopulated vs Uninjured-Resident: Uninjured-Repopulated,Adj-p Injured-Resident vs Uninjured-Resident,Adj-p Injured-Repopulated vs Injured-Resident,Adj-p Injured-Repopulated vs Uninjured-Repopulated,Adj-p Uninjured-Repopulated vs Uninjured-Resident, 
ENSMUST00000218990.1,ENSMUSG00000004356.8,Utp20,1,1.0605,1,1.2585,1,1.0660,1,1.2521,0.999879524,0.9999,0.9999,0.9655,
ENSMUST00000218996.1,ENSMUSG00000062981.5,Mrpl42,1,1.5673,1,0.7993,1,1.2137,1,1.0322,0.999879524,0.9999,0.9999,0.9964,
ENSMUST00000219001.1,ENSMUSG00000034602.15,Mon2,1,0.6481,1,0.8703,1,1.5724,1,0.3587,0.999879524,0.9999,0.9999,0.6204,
ENSMUST00000219010.1,ENSMUSG00000020124.10,Usp15,1,1.2845,1,0.6453,1,0.7636,1,1.0854,0.999879524,0.748662412,0.9999,0.9930,
ENSMUST00000219013.1,ENSMUSG00000112922.1,Gm47572,1,0.9180,1,0.7056,1,0.8444,1,0.7670,0.999879524,0.9999,0.9999,0.9999,
ENSMUST00000219015.1,ENSMUSG00000112545.1,1300014J16Rik,1,0.4852,1,1.5006,1,0.7376,1,0.9870,0.999879524,0.9999,0.9999,0.9988,
ENSMUST00000219026.1,ENSMUSG00000040345.10,Arhgap9,1,0.9426,1,1.0379,1,1.0776,1,0.9079,0.999879524,0.938989622,0.9999,0.9198,
ENSMUST00000219029.1,ENSMUSG00000112148.1,Lilrb4a,1,2.1678,1,3.6230,1,0.6007,1,13.0753,0.999879524,0.9999,0.9999,0.0761,
ENSMUST00000219034.1,ENSMUSG00000112302.1,Gm48226,1,1.2129,1,0.8965,1,1.4968,1,0.7265,0.999879524,0.875026909,0.8564,0.7410,
ENSMUST00000219036.1,ENSMUSG00000034024.8,Cct2,1,0.8839,1,1.9106,1,1.5363,1,1.0993,0.999879524,0.9999,0.9999,0.9930,
ENSMUST00000219037.1,ENSMUSG00000025381.3,Cnpy2,1,0.9950,1,0.9839,1,0.9767,1,1.0023,0.999879524,0.981019188,0.9999,0.9988,
ENSMUST00000219038.1,ENSMUSG00000000732.9,Icosl,1,0.8477,1,1.0487,1,1.0764,1,0.8259,0.999879524,0.978890124,0.9999,0.9668,
ENSMUST00000219053.1,ENSMUSG00000112023.1,Lilr4b,1,0.9269,1,1.4481,1,1.5529,1,0.8644,0.999879524,0.9999,0.9999,0.9916,
ENSMUST00000219057.1,ENSMUSG00000020716.16,Nf1,1,0.8427,1,1.1462,1,1.2619,1,0.7654,0.999879524,0.9999,0.9999,0.9841,
ENSMUST00000219068.1,ENSMUSG00000019907.10,Ppp1r12a,1,1.5263,1,0.8448,1,1.2604,1,1.0230,0.999879524,0.9999,0.9999,0.9962,
ENSMUST00000219090.1,ENSMUSG00000019943.10,Atp2b1,1,2.0555,1,0.5328,1,0.6262,1,1.7489,0.999879524,0.443443787,0.9999,0.8442,
ENSMUST00000219099.1,ENSMUSG00000025358.16,Cdk2,1,2.0207,1,0.9017,1,1.7642,1,1.0328,0.999879524,0.9999,0.9999,0.9982,
ENSMUST00000219109.1,ENSMUSG00000064181.6,Rab3ip,1,0.9755,1,0.8946,1,1.2195,1,0.7156,0.999879524,0.850742917,0.9999,0.6280,
ENSMUST00000219127.1,ENSMUSG00000112547.1,Gm47096,1,0.6711,1,0.7655,1,1.4105,1,0.3642,0.999879524,0.9999,0.9999,0.6991,
ENSMUST00000219133.1,ENSMUSG00000034974.13,Dapk3,1,0.2999,1,0.7460,1,6.6999,1,0.0334,0.999879524,0.9999,0.9694,0.1618,
ENSMUST00000219143.1,ENSMUSG00000058799.16,Nap1l1,1,1.2355,1,0.9858,1,1.0174,1,1.1971,0.999879524,0.9999,0.9999,0.9875,
ENSMUST00000219144.1,ENSMUSG00000096718.2,Zfp781,1,3.4281,1,0.5392,1,1.2464,1,1.4830,0.999879524,0.700819612,0.9999,0.9642,
ENSMUST00000219148.1,ENSMUSG00000112824.1,Gm47917,1,2.5814,1,1.0366,1,2.2438,1,1.1926,0.999879524,0.9999,0.9999,0.9874,
ENSMUST00000219177.1,ENSMUSG00000020064.9,Herc4,1,0.6522,1,0.7466,1,0.8024,1,0.6069,0.999879524,0.9999,0.9999,0.8545,
ENSMUST00000219187.1,ENSMUSG00000052812.5,Atad2b,1,0.7527,1,1.2940,1,1.1962,1,0.8142,0.999879524,0.8482495,0.9999,0.9734,
ENSMUST00000219189.1,ENSMUSG00000035890.9,Rnf126,1,1.0311,1,1.0516,1,1.3910,1,0.7795,0.999879524,0.9999,0.9999,0.9610,
ENSMUST00000219193.1,ENSMUSG00000112445.1,Gm47830,1,1.6599,1,1.2771,1,1.3696,1,1.5479,0.999879524,0.9999,0.9999,0.8850,
ENSMUST00000219197.1,ENSMUSG00000021112.9,Mpp5,1,0.7950,1,0.7235,1,0.4383,1,1.3123,0.999879524,0.9999,0.9999,0.9999,
ENSMUST00000219200.1,ENSMUSG00000019790.17,Stxbp5,1,0.8703,1,1.4339,1,2.0734,1,0.6018,0.999879524,0.9999,0.9999,0.9527,
ENSMUST00000219201.1,ENSMUSG00000019978.16,Epb41l2,1,0.8313,1,1.3441,1,1.1224,1,0.9956,0.999879524,0.261989951,0.9999,0.9979,
ENSMUST00000219206.1,ENSMUSG00000035781.14,R3hdm4,1,0.9771,1,0.7387,1,0.5535,1,1.3042,0.999879524,0.736184987,0.9530,0.9411,
ENSMUST00000219207.1,ENSMUSG00000036499.9,Eea1,1,1.7294,1,0.9252,1,0.8219,1,1.9467,0.999879524,0.9999,0.9999,0.8913,
ENSMUST00000219214.1,ENSMUSG00000006344.17,Ggt5,1,1.6743,1,0.4755,1,0.6276,1,1.2684,0.999879524,0.9999,0.9999,0.9894,
ENSMUST00000219215.1,ENSMUSG00000025353.5,Ormdl2,1,1.0179,1,1.0312,1,1.5814,1,0.6637,0.999879524,0.975679221,0.5638,0.4538,
ENSMUST00000219216.1,ENSMUSG00000034707.7,Gns,1,0.9518,1,1.2051,1,0.8101,1,1.4158,0.999879524,0.254569884,0.8623,0.1267,
ENSMUST00000219226.1,ENSMUSG00000038774.9,Ascc3,1,1.0094,1,1.6791,1,1.3147,1,1.2892,0.999879524,0.9999,0.9999,0.9642,
ENSMUST00000219227.1,ENSMUSG00000078485.3,Plekhn1,1,1.7485,1,1.7634,1,0.6393,1,4.8232,0.999879524,0.9999,0.9999,0.9999,
ENSMUST00000219230.1,ENSMUSG00000020064.9,Herc4,1,1.0979,1,0.7048,1,1.4856,1,0.5209,0.999879524,0.800045857,0.9999,0.8043,
ENSMUST00000219234.1,ENSMUSG00000003746.16,Man1a,1,2.3589,1,0.6378,1,2.6951,1,0.5582,0.999879524,0.9999,0.9953,0.9081,
ENSMUST00000219238.1,ENSMUSG00000019947.10,Arid5b,1,0.7855,1,1.4320,1,0.6498,1,1.7310,0.999879524,0.003621833,0.0734,0.0036,
ENSMUST00000219239.1,ENSMUSG00000025403.5,Shmt2,1,1.2944,1,1.2059,1,1.2139,1,1.2858,0.999879524,0.880284493,0.9999,0.9511,
ENSMUST00000219240.1,ENSMUSG00000020092.9,Pald1,1,1.1119,1,0.9017,1,0.9160,1,1.0944,0.999879524,0.889141987,0.9999,0.9789,
ENSMUST00000219247.1,ENSMUSG00000006344.17,Ggt5,1,1.9831,1,0.7274,1,1.1358,1,1.2701,0.999879524,0.880294294,0.9999,0.9801,
ENSMUST00000219253.1,ENSMUSG00000020198.8,Ap3d1,1,1.2455,1,0.5521,1,0.4989,1,1.3785,0.999879524,0.9999,0.9999,0.9529,
ENSMUST00000219255.1,ENSMUSG00000005682.9,Pan2,1,2.2000,1,0.8691,1,0.7564,1,2.5278,0.999879524,0.9999,0.9999,0.8840,
ENSMUST00000219258.1,ENSMUSG00000035673.10,Sbno2,1,1.5113,1,1.4595,1,0.6201,1,3.5573,0.999879524,0.9999,0.9999,0.4963,
ENSMUST00000219260.1,ENSMUSG00000035673.10,Sbno2,1,1.1678,1,0.9565,1,0.8915,1,1.2529,0.999879524,0.89319125,0.9999,0.3565,
ENSMUST00000219263.1,ENSMUSG00000019907.10,Ppp1r12a,1,1.2415,1,0.9655,1,0.8354,1,1.4349,0.999879524,0.964639419,0.9999,0.4397,
ENSMUST00000219264.1,ENSMUSG00000020952.10,Scfd1,1,0.9329,1,0.9335,1,0.8972,1,0.9706,0.999879524,0.96856472,0.9999,0.9946,
ENSMUST00000219271.1,ENSMUSG00000019857.7,Asf1a,1,0.8811,1,0.8595,1,1.2112,1,0.6253,0.999879524,0.854105648,0.9999,0.6140,
ENSMUST00000219273.1,ENSMUSG00000052291.8,5330438D12Rik,1,1.3756,1,1.1287,1,1.0406,1,1.4920,0.999879524,0.91814169,0.9999,0.8220,
ENSMUST00000219274.1,ENSMUSG00000020130.9,Tbc1d15,1,0.7195,1,0.4157,1,2.0627,1,0.1450,0.999879524,0.9999,0.9999,0.5572,
ENSMUST00000219277.1,ENSMUSG00000035181.6,Heatr5a,1,0.6371,1,0.9934,1,0.7659,1,0.8263,0.999879524,0.9999,0.9999,0.9789,
ENSMUST00000219289.1,ENSMUSG00000021065.16,Fut8,1,1.4170,1,1.2544,1,2.0361,1,0.8730,0.999879524,0.820012819,0.7463,0.9801,
ENSMUST00000219299.1,ENSMUSG00000021065.16,Fut8,1,2.7642,1,0.6227,1,0.7351,1,2.3417,0.999879524,0.9999,0.9999,0.9398,
ENSMUST00000219316.1,ENSMUSG00000021114.9,Atp6v1d,1,1.1835,1,1.0699,1,1.0340,1,1.2245,0.999879524,0.858346428,0.9999,0.6560,
ENSMUST00000219332.1,ENSMUSG00000003226.7,Ranbp2,1,1.2386,1,0.8574,1,0.7942,1,1.3372,0.999879524,0.85537163,0.9999,0.8676,
ENSMUST00000219334.1,ENSMUSG00000034667.8,Xpot,1,0.9895,1,0.6994,1,1.7725,1,0.3904,0.999879524,0.481988579,0.8574,0.1126,
ENSMUST00000219340.1,ENSMUSG00000032786.16,Alas1,1,0.5564,1,2.5048,1,1.0384,1,1.3422,0.999879524,0.073476529,0.9999,0.9503,
ENSMUST00000219358.1,ENSMUSG00000035781.14,R3hdm4,1,1.2158,1,0.9793,1,1.1210,1,1.0622,0.999879524,0.9999,0.9999,0.9938,
ENSMUST00000219359.1,ENSMUSG00000037361.8,Sf3b6,1,1.5206,1,0.7631,1,0.8633,1,1.3441,0.999879524,0.9999,0.9999,0.9127,
ENSMUST00000219372.1,ENSMUSG00000019978.16,Epb41l2,1,1.0304,1,1.2778,1,1.0947,1,1.2028,0.999879524,0.9999,0.9999,0.9999,
ENSMUST00000219374.1,ENSMUSG00000061032.9,Rrp1,1,0.7466,1,1.4212,1,205.1987,1,0.0052,0.999879524,0.9999,0.1598,0.0851,
ENSMUST00000219377.1,ENSMUSG00000021114.9,Atp6v1d,1,0.7165,1,2.5469,1,1.1256,1,1.6213,0.999879524,0.9999,0.9999,0.9511,
ENSMUST00000219381.1,ENSMUSG00000074781.5,Ube2n,1,1.3866,1,0.7614,1,0.6055,1,1.7437,0.999879524,0.717133473,0.9624,0.6129,
ENSMUST00000219388.1,ENSMUSG00000112148.1,Lilrb4a,1,2.5551,1,5.7854,1,0.5267,1,28.0659,0.999879524,0.203906851,0.9999,0.0842,
ENSMUST00000219390.1,ENSMUSG00000019978.16,Epb41l2,1,0.9092,1,1.5300,1,1.0205,1,1.3631,0.999879524,0.9999,0.9999,0.8817,
ENSMUST00000219401.1,ENSMUSG00000004937.6,Sgta,1,0.9265,1,0.6092,1,0.6430,1,0.8778,0.999879524,0.9999,0.9999,0.9869,
ENSMUST00000219429.1,ENSMUSG00000112095.1,A130077B15Rik,1,1.3072,1,1.9438,1,0.6861,1,3.7034,0.999879524,0.9999,0.9999,0.7644,
ENSMUST00000219434.1,ENSMUSG00000020952.10,Scfd1,1,0.8592,1,1.0896,1,0.7331,1,1.2770,0.999879524,0.950367605,0.9999,0.9316,
ENSMUST00000219442.1,ENSMUSG00000020250.10,Txnrd1,1,1.2080,1,0.6760,1,0.5872,1,1.3906,0.999879524,0.496210269,0.9358,0.8776,
ENSMUST00000219443.1,ENSMUSG00000035133.9,Arhgap5,1,1.0079,1,1.1444,1,1.2084,1,0.9545,0.999879524,0.65502309,0.9999,0.9835,
ENSMUST00000219457.1,ENSMUSG00000039531.8,Zup1,1,0.9603,1,1.2729,1,0.7471,1,1.6362,0.999879524,0.444533226,0.9649,0.2242,
ENSMUST00000219483.1,ENSMUSG00000020170.4,Frs2,1,0.9434,1,2.3045,1,1.0696,1,2.0326,0.999879524,0.9999,0.9999,0.9008,
ENSMUST00000219505.1,ENSMUSG00000034707.7,Gns,1,0.8775,1,1.7360,1,1.1146,1,1.3668,0.999879524,0.9999,0.9999,0.9624,
ENSMUST00000219508.1,ENSMUSG00000025354.5,Dnajc14,1,1.5262,1,0.9852,1,1.3174,1,1.1413,0.999879524,0.99553142,0.9999,0.9845,
ENSMUST00000219512.1,ENSMUSG00000078427.3,Sarnp,1,0.6986,1,0.8718,1,0.8806,1,0.6916,0.999879524,0.947049642,0.9999,0.9277,
ENSMUST00000219513.1,ENSMUSG00000112150.1,9530018F02Rik,1,0.9603,1,0.6251,1,1.3890,1,0.4321,0.999879524,0.9999,0.9999,0.5759,
ENSMUST00000219524.1,ENSMUSG00000025353.5,Ormdl2,1,0.8873,1,0.8793,1,1.0501,1,0.7430,0.999879524,0.800045857,0.9999,0.6803,
ENSMUST00000219527.1,ENSMUSG00000020074.7,Ccar1,1,1.4586,1,1.3512,1,0.9895,1,1.9917,0.999879524,0.264494454,0.9999,0.0376,
ENSMUST00000219542.1,ENSMUSG00000021027.17,Ralgapa1,1,0.7233,1,1.0125,1,0.9951,1,0.7360,0.999879524,0.992850851,0.9999,0.7360,
ENSMUST00000219554.1,ENSMUSG00000090841.2,Myl6,1,0.7229,1,1.1208,1,1.0958,1,0.7394,0.999879524,0.886969994,0.9999,0.8107,
ENSMUST00000219555.1,ENSMUSG00000059970.7,Hspa2,1,1.5859,1,1.6496,1,0.9271,1,2.8218,0.999879524,0.898298482,0.9999,0.9014,
ENSMUST00000219557.1,ENSMUSG00000019943.10,Atp2b1,1,0.9360,1,1.0993,1,0.8552,1,1.2031,0.999879524,0.792221385,0.9999,0.7644,
ENSMUST00000219558.1,ENSMUSG00000039910.10,Cited2,1,1.0335,1,1.5781,1,1.1803,1,1.3817,0.999879524,0.20098335,0.9999,0.8252,
ENSMUST00000219563.1,ENSMUSG00000037876.17,Jmjd1c,1,1.5803,1,0.9783,1,2.3023,1,0.6715,0.999879524,0.9999,0.9999,0.9688,
ENSMUST00000219571.1,ENSMUSG00000066440.5,Zfyve26,1,1.0573,1,0.9671,1,0.9936,1,1.0292,0.999879524,0.9999,0.9999,0.9962,
ENSMUST00000219574.1,ENSMUSG00000020078.16,Vps26a,1,1.1498,1,0.3475,1,0.7096,1,0.5631,0.999879524,0.9999,0.9999,0.9835,
ENSMUST00000219577.1,ENSMUSG00000020064.9,Herc4,1,1.1930,1,0.6409,1,505.4065,1,0.0015,0.999879524,0.580620112,2.06E-05,7.37E-07,
ENSMUST00000219582.1,ENSMUSG00000034560.6,Washc4,1,0.8220,1,0.8291,1,1.0645,1,0.6403,0.999879524,0.9999,0.9999,0.9396,
ENSMUST00000219584.1,ENSMUSG00000019820.11,Utrn,1,0.9767,1,0.8689,1,1.7273,1,0.4913,0.999879524,0.965212501,0.9999,0.8781,
ENSMUST00000219591.1,ENSMUSG00000025362.6,Rps26,1,0.8609,1,1.5139,1,0.8119,1,1.6053,0.999879524,0.002058337,0.9904,0.0532,
ENSMUST00000219601.1,ENSMUSG00000025358.16,Cdk2,1,0.9774,1,1.4628,1,1.1985,1,1.1930,0.999879524,0.9999,0.9999,0.9874,
ENSMUST00000219624.1,ENSMUSG00000019943.10,Atp2b1,1,1.0009,1,1.0789,1,0.8267,1,1.3063,0.999879524,0.834839107,0.9829,0.4182,
ENSMUST00000219633.1,ENSMUSG00000000732.9,Icosl,1,1.1123,1,1.3484,1,0.8320,1,1.8026,0.999879524,0.785582558,0.9999,0.7524,
ENSMUST00000219641.1,ENSMUSG00000035181.6,Heatr5a,1,1.9461,1,1.3055,1,0.8157,1,3.1147,0.999879524,0.9999,0.9999,0.3023,
ENSMUST00000219690.1,ENSMUSG00000034024.8,Cct2,1,1.3858,1,0.7648,1,2.0146,1,0.5261,0.999879524,0.9999,0.9999,0.9339,
ENSMUST00000219696.1,ENSMUSG00000062593.17,Gm49339,1,1.1737,1,2.7504,1,0.3333,1,9.6864,0.999879524,0.01085042,0.2487,2.19E-05,
ENSMUST00000219697.1,ENSMUSG00000044573.16,Acp1,1,0.9875,1,0.8569,1,0.9062,1,0.9338,0.999879524,0.9999,0.9999,0.9938,
ENSMUST00000219706.1,ENSMUSG00000048833.9,Slc39a9,1,0.5401,1,0.9280,1,0.9102,1,0.5506,0.999879524,0.980777185,0.9999,0.8860,
ENSMUST00000219720.1,ENSMUSG00000021133.9,Susd6,1,0.8893,1,1.4530,1,0.5988,1,2.1577,0.999879524,0.9999,0.9999,0.8062,
ENSMUST00000219729.1,ENSMUSG00000060301.6,2610008E11Rik,1,0.8402,1,1.1045,1,2.3230,1,0.3995,0.999879524,0.9999,0.7464,0.3897,
ENSMUST00000219741.1,ENSMUSG00000074781.5,Ube2n,1,0.9787,1,1.0250,1,1.2131,1,0.8270,0.999879524,0.97333306,0.9999,0.8107,
ENSMUST00000219754.1,ENSMUSG00000021116.10,Eif2s1,1,1.2055,1,1.1892,1,1.1927,1,1.2019,0.999879524,0.9999,0.9999,0.9832,
ENSMUST00000219757.1,ENSMUSG00000032705.9,Exd2,1,1.2643,1,1.0290,1,2.1907,1,0.5938,0.999879524,0.9999,0.9999,0.9289,
ENSMUST00000219759.1,ENSMUSG00000019907.10,Ppp1r12a,1,1.0003,1,1.0500,1,0.9592,1,1.0951,0.999879524,0.962658166,0.9999,0.9789,
ENSMUST00000219765.1,ENSMUSG00000019971.10,Cep290,1,1.7400,1,1.5633,1,1.6156,1,1.6837,0.999879524,0.9999,0.9999,0.9221,
ENSMUST00000219767.1,ENSMUSG00000035278.9,Plekhj1,1,1.2985,1,1.3150,1,1.1082,1,1.5408,0.999879524,0.303598786,0.9999,0.3313,
ENSMUST00000219769.1,ENSMUSG00000020561.8,Twistnb,1,1.4956,1,0.7493,1,1.5598,1,0.7184,0.999879524,0.9999,0.9999,0.9477,
ENSMUST00000219776.1,ENSMUSG00000020608.7,Smc6,1,0.6541,1,1.3455,1,1.0542,1,0.8349,0.999879524,0.9999,0.9999,0.9875,
ENSMUST00000219789.1,ENSMUSG00000020064.9,Herc4,1,0.9737,1,1.2470,1,1.2827,1,0.9466,0.999879524,0.9999,0.9999,0.9944,
ENSMUST00000219799.1,ENSMUSG00000020952.10,Scfd1,1,0.9175,1,1.3266,1,2.0036,1,0.6075,0.999879524,0.915784014,0.9999,0.9501,
ENSMUST00000219801.1,ENSMUSG00000005682.9,Pan2,1,2.7299,1,0.8255,1,0.8589,1,2.6238,0.989847501,0.904512288,0.9999,0.4444,
ENSMUST00000219832.1,ENSMUSG00000020640.10,Itsn2,1,0.3832,1,1.1390,1,0.6355,1,0.6868,0.999879524,0.9999,0.9999,0.9804,
ENSMUST00000219838.2,ENSMUSG00000058298.10,Mcm9,1,0.8279,1,0.7602,1,1.4074,1,0.4472,0.999879524,0.823797141,0.9999,0.5529,
ENSMUST00000219847.1,ENSMUSG00000034707.7,Gns,1,1.0918,1,1.0522,1,0.9483,1,1.2115,0.999879524,0.935936444,0.9999,0.8214,
ENSMUST00000219869.1,ENSMUSG00000021025.8,Nfkbia,1,0.8556,1,1.6632,1,1.0614,1,1.3408,0.999879524,0.000765306,0.9999,0.5681,
ENSMUST00000219878.1,ENSMUSG00000039531.8,Zup1,1,0.9735,1,2.2661,1,1.4936,1,1.4771,0.999879524,0.9999,0.9999,0.9760,
ENSMUST00000219896.1,ENSMUSG00000020219.7,Timm13,1,1.0122,1,0.8769,1,1.1635,1,0.7629,0.999879524,0.808482984,0.9999,0.7673,
ENSMUST00000219915.1,ENSMUSG00000019977.16,Hbs1l,1,1.0380,1,1.0362,1,0.8763,1,1.2275,0.999879524,0.973904303,0.9999,0.8938,
ENSMUST00000219935.1,ENSMUSG00000039531.8,Zup1,1,1.7552,1,1.3242,1,1.6399,1,1.4173,0.999879524,0.9999,0.9999,0.9527,
ENSMUST00000219937.1,ENSMUSG00000020124.10,Usp15,1,0.9013,1,1.3245,1,1.5375,1,0.7764,0.999879524,0.717478101,0.9999,0.9345,
ENSMUST00000219941.1,ENSMUSG00000019978.16,Epb41l2,1,1.2580,1,0.6688,1,1.4362,1,0.5858,0.999879524,0.9999,0.9999,0.9495,
ENSMUST00000219944.1,ENSMUSG00000034974.13,Dapk3,1,2.6670,1,1.6614,1,0.7232,1,6.1270,0.999879524,0.9999,0.9999,0.9999,
ENSMUST00000219959.1,ENSMUSG00000035278.9,Plekhj1,1,1.0271,1,1.0108,1,0.9619,1,1.0794,0.999879524,0.9999,0.9999,0.9937,
ENSMUST00000219962.1,ENSMUSG00000020250.10,Txnrd1,1,0.8341,1,1.1465,1,0.7593,1,1.2596,0.999879524,0.94342991,0.9999,0.9686,
ENSMUST00000219971.1,ENSMUSG00000032763.11,Ilvbl,1,0.9652,1,0.9152,1,0.8299,1,1.0644,0.999879524,0.920007048,0.9999,0.9887,
ENSMUST00000219980.1,ENSMUSG00000040054.17,Baz2a,1,0.8172,1,0.9381,1,0.6531,1,1.1739,0.999879524,0.9999,0.9999,0.9930,
ENSMUST00000219986.1,ENSMUSG00000055862.7,Izumo4,1,0.8628,1,1.2633,1,1.7648,1,0.6176,0.999879524,0.9999,0.9999,0.9642,
ENSMUST00000219988.1,ENSMUSG00000019960.8,Dusp6,1,0.9256,1,1.0927,1,1.3879,1,0.7287,0.999879524,0.9999,0.9999,0.9525,
ENSMUST00000219992.1,ENSMUSG00000020124.10,Usp15,1,0.9716,1,1.2830,1,1.8792,1,0.6633,0.999879524,0.913623616,0.9999,0.9539,
ENSMUST00000219995.1,ENSMUSG00000046567.10,4930430F08Rik,1,0.7684,1,0.6948,1,0.7756,1,0.6884,0.999879524,0.733184508,0.9999,0.9166,
ENSMUST00000220002.1,ENSMUSG00000035278.9,Plekhj1,1,0.8216,1,1.0832,1,1.0969,1,0.8113,0.999879524,0.9999,0.9999,0.9727,
ENSMUST00000220007.1,ENSMUSG00000058298.10,Mcm9,1,1.1562,1,0.3983,1,0.7619,1,0.6045,0.999879524,0.9999,0.9999,0.9529,
ENSMUST00000220012.1,ENSMUSG00000039031.16,Arhgap18,1,3.3186,1,0.5298,1,0.3906,1,4.5018,0.999879524,0.9999,0.8992,0.2078,
ENSMUST00000220021.1,ENSMUSG00000111943.1,Gm47862,1,0.7881,1,0.7414,1,1.0142,1,0.5761,0.999879524,0.9999,0.9999,0.8316,
ENSMUST00000220027.1,ENSMUSG00000039914.6,Coq10a,1,0.7514,1,0.6345,1,0.8697,1,0.5482,0.999879524,0.638346042,0.9999,0.7978,
ENSMUST00000220032.1,ENSMUSG00000035529.10,Prdm4,1,0.5633,1,0.9761,1,0.6988,1,0.7867,0.999879524,0.995784254,0.9999,0.9823,
ENSMUST00000220035.1,ENSMUSG00000021051.10,Ppp2r5e,1,0.4780,1,1.0058,1,1.2331,1,0.3899,0.999879524,0.998905376,0.9999,0.5754,
ENSMUST00000220041.1,ENSMUSG00000019998.6,Stx7,1,1.0456,1,1.0699,1,0.6605,1,1.6937,0.999879524,0.948800845,0.9094,0.4146,
ENSMUST00000220046.1,ENSMUSG00000021048.7,Mthfd1,1,1.9375,1,0.3583,1,0.2646,1,2.6235,0.999879524,0.9999,0.9999,0.9393,
ENSMUST00000220055.1,ENSMUSG00000006731.10,B4galnt1,1,1.1308,1,1.5042,1,1.1001,1,1.5461,0.999879524,0.50499557,0.9999,0.8107,
ENSMUST00000220070.1,ENSMUSG00000061983.7,Rps12,1,0.9694,1,0.9342,1,0.6796,1,1.3325,0.999879524,0.955735393,0.9999,0.8709,
ENSMUST00000220076.1,ENSMUSG00000034974.13,Dapk3,1,1.3101,1,0.7160,1,1.3128,1,0.7145,0.999879524,0.541434057,0.9999,0.8540,
ENSMUST00000220077.1,ENSMUSG00000112096.1,A430103D13Rik,1,1.2256,1,0.8481,1,1.7753,1,0.5855,0.999879524,0.9999,0.9999,0.9999,
ENSMUST00000220091.1,ENSMUSG00000035206.10,Sppl2b,1,1.3258,1,1.5220,1,0.9175,1,2.1991,0.999879524,0.50499557,0.9999,0.3890,
ENSMUST00000220093.1,ENSMUSG00000035278.9,Plekhj1,1,1.1876,1,1.1213,1,1.2771,1,1.0428,0.999879524,0.9999,0.9999,0.9947,
ENSMUST00000220098.1,ENSMUSG00000035247.16,Hectd1,1,1.1037,1,0.9584,1,0.4463,1,2.3704,0.999879524,0.9999,0.9999,0.8032,
ENSMUST00000220107.1,ENSMUSG00000020224.15,Llph,1,0.7963,1,0.4440,1,1.1640,1,0.3038,0.999879524,0.9999,0.9999,0.9094,
ENSMUST00000220110.1,ENSMUSG00000078453.3,Abracl,1,1.0541,1,0.7451,1,0.9279,1,0.8465,0.999879524,0.9999,0.9999,0.9919,
ENSMUST00000220121.1,ENSMUSG00000019978.16,Epb41l2,1,0.8196,1,1.1311,1,0.5895,1,1.5725,0.999879524,0.93500001,0.9999,0.8221,
ENSMUST00000220127.1,ENSMUSG00000074781.5,Ube2n,1,0.8744,1,1.0122,1,0.9302,1,0.9514,0.999879524,0.986066575,0.9999,0.9775,
ENSMUST00000220128.1,ENSMUSG00000074802.11,Gas2l3,1,1.8308,1,0.7201,1,0.4654,1,2.8328,0.999879524,0.9999,0.9999,0.8002,
ENSMUST00000220133.1,ENSMUSG00000020307.15,Cdc34,1,1.5025,1,1.0151,1,1.2947,1,1.1781,0.999879524,0.9999,0.9999,0.9999,
ENSMUST00000220139.1,ENSMUSG00000020189.15,Osbpl8,1,0.3602,1,1.7256,1,0.9067,1,0.6855,0.999879524,0.9999,0.9999,0.9747,
ENSMUST00000220142.1,ENSMUSG00000040033.16,Stat2,1,1.0832,1,1.8360,1,0.6866,1,2.8965,0.999879524,0.9999,0.9999,0.6507,
ENSMUST00000220166.1,ENSMUSG00000112148.1,Lilrb4a,1,1.0123,1,2.3398,1,0.8855,1,2.6748,0.999879524,0.9999,0.9999,0.6998,
ENSMUST00000220171.1,ENSMUSG00000061983.7,Rps12,1,0.6141,1,1.3697,1,4.3169,1,0.1948,0.999879524,0.9999,0.8986,0.5077,
ENSMUST00000220178.1,ENSMUSG00000038774.9,Ascc3,1,0.7472,1,1.1796,1,1.2151,1,0.7254,0.999879524,0.9999,0.9999,0.9627,
ENSMUST00000220202.1,ENSMUSG00000004937.6,Sgta,1,1.0193,1,0.8794,1,0.8372,1,1.0708,0.999879524,0.904755341,0.9999,0.9901,
ENSMUST00000220210.1,ENSMUSG00000020668.10,Kif3c,1,1.9546,1,0.5833,1,46.3500,1,0.0246,0.999879524,0.9999,0.9999,0.9999,
ENSMUST00000220218.1,ENSMUSG00000019960.8,Dusp6,1,0.9001,1,0.2081,1,37.6061,1,0.0050,0.999879524,0.9999,0.6365,0.0643,
